ITEM_MAT_LIQUID_001,Clean Water
ITEM_KEY_RESERVE_020,
ITEM_QUEST_001,Goat Hoof Stamp
ITEM_QUEST_002,Slate Fragment
ITEM_QUEST_003,Fresh Goat Milk
ITEM_QUEST_004,
ITEM_QUEST_005,
ITEM_QUEST_006,
ITEM_QUEST_007,
ITEM_QUEST_008,
ITEM_QUEST_009,
ITEM_QUEST_010,
ITEM_QUEST_011,
ITEM_QUEST_012,
ITEM_QUEST_013,
ITEM_QUEST_014,
ITEM_QUEST_015,
ITEM_QUEST_016,
ITEM_QUEST_017,Traveler's Log
ITEM_QUEST_018,Continental Book
ITEM_QUEST_019,
ITEM_QUEST_020,
ITEM_QUEST_021,
ITEM_QUEST_022,
ITEM_QUEST_023,
ITEM_QUEST_024,
ITEM_QUEST_025,
ITEM_QUEST_026,
ITEM_QUEST_027,
ITEM_QUEST_028,
ITEM_QUEST_029,
ITEM_QUEST_030,
ITEM_QUEST_031,
ITEM_QUEST_RESERVE_001,
ITEM_QUEST_RESERVE_002,
ITEM_QUEST_RESERVE_003,
ITEM_QUEST_RESERVE_004,
ITEM_QUEST_RESERVE_005,
ITEM_QUEST_RESERVE_006,
ITEM_QUEST_RESERVE_007,
ITEM_QUEST_RESERVE_008,
ITEM_QUEST_RESERVE_009,
ITEM_QUEST_RESERVE_010,
ITEM_QUEST_RESERVE_011,
ITEM_QUEST_RESERVE_012,
ITEM_QUEST_RESERVE_013,
ITEM_QUEST_RESERVE_014,
ITEM_QUEST_RESERVE_015,
ITEM_QUEST_RESERVE_016,
ITEM_QUEST_RESERVE_017,
ITEM_QUEST_RESERVE_018,
ITEM_QUEST_RESERVE_019,
ITEM_QUEST_RESERVE_020,
ITEM_FURNITURE_001,
ITEM_FURNITURE_002,
ITEM_FURNITURE_003,
ITEM_FURNITURE_004,
ITEM_FURNITURE_005,
ITEM_FURNITURE_006,
ITEM_FURNITURE_007,
ITEM_FURNITURE_008,
ITEM_FURNITURE_009,
ITEM_FURNITURE_010,
ITEM_FURNITURE_011,
ITEM_FURNITURE_012,
ITEM_FURNITURE_013,
ITEM_FURNITURE_014,
ITEM_FURNITURE_015,
ITEM_FURNITURE_016,
ITEM_FURNITURE_017,
ITEM_FURNITURE_018,
ITEM_FURNITURE_019,
ITEM_FURNITURE_020,
ITEM_FURNITURE_021,
ITEM_FURNITURE_022,
ITEM_FURNITURE_023,
ITEM_FURNITURE_024,
ITEM_FURNITURE_025,
ITEM_FURNITURE_026,
ITEM_FURNITURE_027,
ITEM_FURNITURE_028,
ITEM_FURNITURE_029,
ITEM_FURNITURE_030,
ITEM_FURNITURE_031,
ITEM_FURNITURE_032,
ITEM_FURNITURE_033,
ITEM_FURNITURE_034,
ITEM_FURNITURE_035,
ITEM_FURNITURE_036,
ITEM_FURNITURE_037,
ITEM_FURNITURE_038,
ITEM_FURNITURE_039,
ITEM_FURNITURE_040,
ITEM_FURNITURE_RESERVE_001,
ITEM_FURNITURE_RESERVE_002,
ITEM_FURNITURE_RESERVE_003,
ITEM_FURNITURE_RESERVE_004,
ITEM_FURNITURE_RESERVE_005,
ITEM_FURNITURE_RESERVE_006,
ITEM_FURNITURE_RESERVE_007,
ITEM_FURNITURE_RESERVE_008,
ITEM_FURNITURE_RESERVE_009,
ITEM_FURNITURE_RESERVE_010,
ITEM_BOOK_001,Old Alchemy Book
ITEM_BOOK_002,My First Dessert
ITEM_BOOK_003,Materials Refined
ITEM_BOOK_004,Kurken Fashion
ITEM_BOOK_005,Home Crafting Guide
ITEM_BOOK_006,Gathering Methods
ITEM_BOOK_007,Let's Plant a Garden!
ITEM_BOOK_008,Pudding Made Easy
ITEM_BOOK_009,Common Paper Recipe
ITEM_BOOK_010,Solid Fuel Recipe
ITEM_BOOK_011,Jiggling Recipe
ITEM_BOOK_012,
ITEM_BOOK_013,Power of Nature
ITEM_BOOK_014,Secrets of Alchemy
ITEM_BOOK_015,Revelation Book
ITEM_BOOK_RESERVE_001,Beginner's Book
ITEM_BOOK_RESERVE_002,Cover Your Bases!
ITEM_BOOK_RESERVE_003,Aroma Components
ITEM_BOOK_RESERVE_004,Popular Animal Feed!
ITEM_BOOK_RESERVE_005,A Lonely Alchemist
ITEM_BOOK_RESERVE_006,Hideout Materials
ITEM_BOOK_RESERVE_007,Champion's Trials
ITEM_BOOK_RESERVE_008,Creation & Destruction
ITEM_BOOK_RESERVE_009,Sweets That Pop
ITEM_BOOK_RESERVE_010,Danger: Fire!
ITEM_BOOK_RESERVE_011,Purely Water
ITEM_BOOK_RESERVE_012,Handheld Warheads
ITEM_BOOK_RESERVE_013,Moon Magic
ITEM_BOOK_RESERVE_014,Rage of Gaia
ITEM_BOOK_RESERVE_015,Prayer for Health
ITEM_BOOK_RESERVE_016,Fantasy Cloth
ITEM_BOOK_RESERVE_017,Book of Storms
ITEM_BOOK_RESERVE_018,Travel Companions
ITEM_BOOK_RESERVE_019,Lila's Note
ITEM_BOOK_RESERVE_020,Tao's Note
ITEM_BOOK_RESERVE_021,Creating a True Key
ITEM_BOOK_RESERVE_022,Power Manifest
ITEM_BOOK_RESERVE_023,
ITEM_BOOK_RESERVE_024,
ITEM_BOOK_RESERVE_025,
ITEM_BOOK_RESERVE_026,
ITEM_BOOK_RESERVE_027,
ITEM_BOOK_RESERVE_028,
ITEM_BOOK_RESERVE_029,
ITEM_BOOK_RESERVE_030,
ITEM_TREASURE_PUNI_00_0,
ITEM_TREASURE_PUNI_00_1,
ITEM_TREASURE_PUNI_00_2,
ITEM_TREASURE_PUNI_01_0,
ITEM_TREASURE_PUNI_01_1,
ITEM_TREASURE_PUNI_01_2,
ITEM_TREASURE_PUNI_01_3,
ITEM_TREASURE_PUNI_02_0,
ITEM_TREASURE_PUNI_02_1,
ITEM_TREASURE_PUNI_03_0,
ITEM_TREASURE_PUNI_03_1,
ITEM_TREASURE_PUNI_04_0,
ITEM_TREASURE_PUNI_04_1,
ITEM_TREASURE_PUNI_05_0,
ITEM_TREASURE_PUNI_06_0,
ITEM_TREASURE_PUNI_07_0,
ITEM_TREASURE_WEASEL_00_0,
ITEM_TREASURE_WEASEL_00_1,
ITEM_TREASURE_WEASEL_00_2,
ITEM_TREASURE_WEASEL_01_0,
ITEM_TREASURE_WEASEL_01_1,
ITEM_TREASURE_WEASEL_01_2,
ITEM_TREASURE_WEASEL_01_3,
ITEM_TREASURE_WEASEL_01_4,
ITEM_TREASURE_WEASEL_02_0,
ITEM_TREASURE_WEASEL_02_1,
ITEM_TREASURE_WEASEL_03_0,
ITEM_TREASURE_WEASEL_03_1,
ITEM_TREASURE_WEASEL_04_0,
ITEM_TREASURE_WEASEL_04_1,
ITEM_TREASURE_WEASEL_05_0,
ITEM_TREASURE_WEASEL_05_1,
ITEM_TREASURE_WEASEL_06_0,
ITEM_TREASURE_WEASEL_07_0,
ITEM_TREASURE_SPIRIT_00_0,
ITEM_TREASURE_SPIRIT_00_1,
ITEM_TREASURE_SPIRIT_00_2,
ITEM_TREASURE_SPIRIT_01_0,
ITEM_TREASURE_SPIRIT_01_1,
ITEM_TREASURE_SPIRIT_02_0,
ITEM_TREASURE_SPIRIT_02_1,
ITEM_TREASURE_SPIRIT_03_0,
ITEM_TREASURE_SPIRIT_03_1,
ITEM_TREASURE_SPIRIT_04_0,
ITEM_TREASURE_SPIRIT_04_1,
ITEM_TREASURE_SPIRIT_05_0,
ITEM_TREASURE_SPIRIT_05_1,
ITEM_TREASURE_SPIRIT_06_0,
ITEM_TREASURE_SPIRIT_07_0,
ITEM_TREASURE_SPIRIT_08_0,
ITEM_TREASURE_MINIGOLEM_00_0,
ITEM_TREASURE_MINIGOLEM_00_1,
ITEM_TREASURE_MINIGOLEM_01_0,
ITEM_TREASURE_MINIGOLEM_01_1,
ITEM_TREASURE_MINIGOLEM_01_2,
ITEM_TREASURE_MINIGOLEM_02_0,
ITEM_TREASURE_MINIGOLEM_02_1,
ITEM_TREASURE_MINIGOLEM_03_0,
ITEM_TREASURE_MINIGOLEM_03_1,
ITEM_TREASURE_MINIGOLEM_04_0,
ITEM_TREASURE_MINIGOLEM_04_1,
ITEM_TREASURE_MINIGOLEM_05_0,
ITEM_TREASURE_MINIGOLEM_05_1,
ITEM_TREASURE_MINIGOLEM_06_0,
ITEM_TREASURE_MINIGOLEM_07_0,
ITEM_TREASURE_MINIGOLEM_08_0,
ITEM_TREASURE_KNIGHT_00_0,
ITEM_TREASURE_KNIGHT_00_1,
ITEM_TREASURE_KNIGHT_01_0,
ITEM_TREASURE_KNIGHT_01_1,
ITEM_TREASURE_KNIGHT_02_0,
ITEM_TREASURE_KNIGHT_02_1,
ITEM_TREASURE_KNIGHT_03_0,
ITEM_TREASURE_KNIGHT_03_1,
ITEM_TREASURE_KNIGHT_04_0,
ITEM_TREASURE_KNIGHT_04_1,
ITEM_TREASURE_KNIGHT_05_0,
ITEM_TREASURE_KNIGHT_05_1,
ITEM_TREASURE_KNIGHT_06_0,
ITEM_TREASURE_KNIGHT_07_0,
ITEM_TREASURE_KNIGHT_08_0,
ITEM_TREASURE_SCORPION_00_0,
ITEM_TREASURE_SCORPION_00_1,
ITEM_TREASURE_SCORPION_01_0,
ITEM_TREASURE_SCORPION_01_1,
ITEM_TREASURE_SCORPION_02_0,
ITEM_TREASURE_SCORPION_02_1,
ITEM_TREASURE_SCORPION_03_0,
ITEM_TREASURE_SCORPION_03_1,
ITEM_TREASURE_RAT_00_0,
ITEM_TREASURE_RAT_00_1,
ITEM_TREASURE_RAT_01_0,
ITEM_TREASURE_RAT_01_1,
ITEM_TREASURE_RAT_02_0,
ITEM_TREASURE_RAT_02_1,
ITEM_TREASURE_RAT_03_0,
ITEM_TREASURE_RAT_03_1,
ITEM_TREASURE_RAT_04_0,
ITEM_TREASURE_RAT_04_1,
ITEM_TREASURE_RAT_05_0,
ITEM_TREASURE_RAT_05_1,
ITEM_TREASURE_MINIDRAGON_00_0,
ITEM_TREASURE_MINIDRAGON_00_1,
ITEM_TREASURE_MINIDRAGON_01_0,
ITEM_TREASURE_MINIDRAGON_01_1,
ITEM_TREASURE_MINIDRAGON_01_2,
ITEM_TREASURE_MINIDRAGON_02_0,
ITEM_TREASURE_MINIDRAGON_02_1,
ITEM_TREASURE_MINIDRAGON_03_0,
ITEM_TREASURE_MINIDRAGON_03_1,
ITEM_TREASURE_MINIDRAGON_04_0,
ITEM_TREASURE_MINIDRAGON_04_1,
ITEM_TREASURE_MINIDRAGON_05_0,
ITEM_TREASURE_MINIDRAGON_05_1,
ITEM_TREASURE_MINIDRAGON_06_0,
ITEM_TREASURE_MINIDRAGON_07_0,
ITEM_TREASURE_MINIDRAGON_08_0,
ITEM_TREASURE_SHARK_00_0,
ITEM_TREASURE_SHARK_00_1,
ITEM_TREASURE_SHARK_01_0,
ITEM_TREASURE_SHARK_01_1,
ITEM_TREASURE_SHARK_02_0,
ITEM_TREASURE_SHARK_02_1,
ITEM_TREASURE_SHARK_03_0,
ITEM_TREASURE_SHARK_03_1,
ITEM_TREASURE_BEETLE_00_0,
ITEM_TREASURE_BEETLE_00_1,
ITEM_TREASURE_BEETLE_01_0,
ITEM_TREASURE_BEETLE_01_1,
ITEM_TREASURE_BEETLE_02_0,
ITEM_TREASURE_BEETLE_02_1,
ITEM_TREASURE_BEETLE_03_0,
ITEM_TREASURE_BEETLE_03_1,
ITEM_TREASURE_WYVERN_00_0,
ITEM_TREASURE_WYVERN_01_0,
ITEM_TREASURE_ELEMENT_00_0,
ITEM_TREASURE_ELEMENT_01_0,
ITEM_TREASURE_ELEMENT_02_0,
ITEM_TREASURE_ELEMENT_03_0,
ITEM_TREASURE_ELEMENT_04_0,
ITEM_TREASURE_LASTBOSS_A_00_0,
ITEM_TREASURE_LASTBOSS_A_01_0,
ITEM_TREASURE_LASTBOSS_B_00_0,
ITEM_TREASURE_LASTBOSS_B_01_0,
ITEM_TREASURE_NONE,
PARAM_HP,
PARAM_MP,
PARAM_ATK,
PARAM_DEF,
PARAM_SPD,
ITEM_CATEGORY_LIQUID,(Water)
ITEM_CATEGORY_PLANT,(Plant)
ITEM_CATEGORY_UNI,(Uni)
ITEM_CATEGORY_FLOWER,(Flower)
ITEM_CATEGORY_MEDICAL,(Medicinal)
ITEM_CATEGORY_POISON,(Poison)
ITEM_CATEGORY_ELIXIL,(Elixir)
ITEM_CATEGORY_SAND,(Sand)
ITEM_CATEGORY_STONE,(Stone)
ITEM_CATEGORY_ORE,(Ore)
ITEM_CATEGORY_GEMSTONE,(Gemstone)
ITEM_CATEGORY_POWDER,(Gunpowder)
ITEM_CATEGORY_FUEL,(Fuel)
ITEM_CATEGORY_FOODSTUFF,(Food)
ITEM_CATEGORY_NUT,(Fruit)
ITEM_CATEGORY_BEEHIVE,(Beehive)
ITEM_CATEGORY_MUSHROOM,(Mushroom)
ITEM_CATEGORY_FISH,(Seafood)
ITEM_CATEGORY_INSECT,(Bug)
ITEM_CATEGORY_THREAD,(Thread)
ITEM_CATEGORY_WOOD,(Lumber)
ITEM_CATEGORY_GAS,(Gas)
ITEM_CATEGORY_PUNIPUNI,(Puniball)
ITEM_CATEGORY_ANIMAL,(Animal Product)
ITEM_CATEGORY_DRAGON,(Dragon)
ITEM_CATEGORY_MYSTIC,(Mystery)
ITEM_CATEGORY_NEUTRALIZE,(Supplement)
ITEM_CATEGORY_SUNDRIES,(General Goods)
ITEM_CATEGORY_METAL,(Metal)
ITEM_CATEGORY_JEWEL,(Jewel)
ITEM_CATEGORY_SEASONING,(Spice)
ITEM_CATEGORY_SEED,(Seed)
ITEM_CATEGORY_FOOD,(Food)
ITEM_CATEGORY_MEDICINE,(Medicine)
ITEM_CATEGORY_BOMB,(Bomb)
ITEM_CATEGORY_MAGICITEM,(Magic Tool)
ITEM_CATEGORY_INGOT,(Ingot)
ITEM_CATEGORY_CLOTH,(Cloth)
ITEM_CATEGORY_WEAPON,(Weapon)
ITEM_CATEGORY_ARMOR,(Armor)
ITEM_CATEGORY_ACCESSORY,(Accessory)
ITEM_CATEGORY_COLLECT,(Gathering)
ITEM_CATEGORY_FURNITURE,(Furniture)
ITEM_CATEGORY_KEY,(Important)
ITEM_EFF_DAMAGE_UNI_1,Burst
ITEM_EFF_DAMAGE_UNI_2,Scatter
ITEM_EFF_DAMAGE_UNI_3,Explosive
ITEM_EFF_DAMAGE_HYOU_BISHI_1,Cold Pain
ITEM_EFF_DAMAGE_HYOU_BISHI_2,Stinging Pain
ITEM_EFF_DAMAGE_HYOU_BISHI_3,Freezing Pain
ITEM_EFF_DAMAGE_PHY_1,Physical Damage XS
ITEM_EFF_DAMAGE_PHY_2,Physical Damage S
ITEM_EFF_DAMAGE_PHY_3,Physical Damage M
ITEM_EFF_DAMAGE_PHY_4,Physical Damage L
ITEM_EFF_DAMAGE_FIRE_1,Fire Damage XS
ITEM_EFF_DAMAGE_FIRE_2,Fire Damage S
ITEM_EFF_DAMAGE_FIRE_3,Fire Damage M
ITEM_EFF_DAMAGE_FIRE_4,Fire Damage L
ITEM_EFF_DAMAGE_FIRE_5,Fire Damage XL
ITEM_EFF_DAMAGE_FIRE_6,Crimson Fire
ITEM_EFF_DAMAGE_FIRE_7,Searing Petal
ITEM_EFF_DAMAGE_ICE_1,Ice Damage XS
ITEM_EFF_DAMAGE_ICE_2,Ice Damage S
ITEM_EFF_DAMAGE_ICE_3,Ice Damage M
ITEM_EFF_DAMAGE_ICE_4,Ice Damage L
ITEM_EFF_DAMAGE_ICE_5,Ice Damage XL
ITEM_EFF_DAMAGE_ICE_6,Embracing Ice
ITEM_EFF_DAMAGE_ICE_7,Freezing Waltz
ITEM_EFF_DAMAGE_THUN_1,Lightning Damage XS
ITEM_EFF_DAMAGE_THUN_2,Lightning Damage S
ITEM_EFF_DAMAGE_THUN_3,Lightning Damage M
ITEM_EFF_DAMAGE_THUN_4,Lightning Damage L
ITEM_EFF_DAMAGE_THUN_5,Lightning Damage XL
ITEM_EFF_DAMAGE_THUN_6,Electrified Flash
ITEM_EFF_DAMAGE_THUN_7,Super Vibration Laser
ITEM_EFF_DAMAGE_WIND_1,Wind Damage XS
ITEM_EFF_DAMAGE_WIND_2,Wind Damage S
ITEM_EFF_DAMAGE_WIND_3,Wind Damage M
ITEM_EFF_DAMAGE_WIND_4,Wind Damage L
ITEM_EFF_DAMAGE_WIND_5,Wind Damage XL
ITEM_EFF_DAMAGE_WIND_6,Gust Fang
ITEM_EFF_DAMAGE_WIND_7,Divine Whirl
ITEM_EFF_DAMAGE_NORDEN_BRAND_1,Roaring Ice Blade
ITEM_EFF_DAMAGE_NORDEN_BRAND_2,Dancing Ice Blade
ITEM_EFF_DAMAGE_NORDEN_BRAND_3,Scornful Ice Blade
ITEM_EFF_DAMAGE_NORDEN_BRAND_4,Bloody Ice Blade
ITEM_EFF_DAMAGE_LIGHTNING_BELL_1,Booming Order
ITEM_EFF_DAMAGE_LIGHTNING_BELL_2,Thundering Order
ITEM_EFF_DAMAGE_LIGHTNING_BELL_3,Summon Lightning
ITEM_EFF_DAMAGE_LIGHTNING_BELL_4,Summon Thunderbolt
ITEM_EFF_DAMAGE_BUBBLE_BULLET_1,Bubble Bullet
ITEM_EFF_DAMAGE_BUBBLE_BULLET_2,Balloon Bullet
ITEM_EFF_DAMAGE_BUBBLE_BULLET_3,Grenade
ITEM_EFF_DAMAGE_BUBBLE_BULLET_4,Quaking Cannon
ITEM_EFF_DAMAGE_FIRE_BOTTLE_1,Fireball Call
ITEM_EFF_DAMAGE_FIRE_BOTTLE_2,Fire Orb Call
ITEM_EFF_DAMAGE_FIRE_BOTTLE_3,Meteor Call
ITEM_EFF_DAMAGE_GENESIS_HAMMER_1,Rock Crusher
ITEM_EFF_DAMAGE_GENESIS_HAMMER_2,Mountain Crusher
ITEM_EFF_DAMAGE_GENESIS_HAMMER_3,Continental Crusher
ITEM_EFF_DAMAGE_VANISH_SIEGEL_1,Storm Emblem
ITEM_EFF_DAMAGE_VANISH_SIEGEL_2,Hurricane Emblem
ITEM_EFF_DAMAGE_VANISH_SIEGEL_3,Destruction Emblem
ITEM_EFF_DAMAGE_LUNA_LAMP_1,Crescent Moon Light
ITEM_EFF_DAMAGE_LUNA_LAMP_2,Full Moon Light
ITEM_EFF_DAMAGE_LUNA_LAMP_3,New Moon Light
ITEM_EFF_DAMAGE_ETERNAL_FEAR_1,Lava Vessel
ITEM_EFF_DAMAGE_ETERNAL_FEAR_2,Earth Vessel
ITEM_EFF_DAMAGE_ETERNAL_FEAR_3,Sun Vessel
ITEM_EFF_DAMAGE_WISEMAN_BOOK_1,The Color of Proof
ITEM_EFF_DAMAGE_WISEMAN_BOOK_2,The Secret of Lies
ITEM_EFF_DAMAGE_WISEMAN_BOOK_3,The Circle of Truth
ITEM_EFF_DAMAGE_WISEMAN_BOOK_4,The Heart of Proof
ITEM_EFF_DAMAGE_WISEMAN_BOOK_5,The Light of Lies
ITEM_EFF_DAMAGE_WISEMAN_BOOK_6,The Axis of Truth
ITEM_EFF_ATTACK_RESERVE_01,
ITEM_EFF_ATTACK_RESERVE_02,
ITEM_EFF_ATTACK_RESERVE_03,
ITEM_EFF_ATTACK_RESERVE_04,
ITEM_EFF_ATTACK_RESERVE_05,
ITEM_EFF_ATTACK_RESERVE_06,
ITEM_EFF_ATTACK_RESERVE_07,
ITEM_EFF_ATTACK_RESERVE_08,
ITEM_EFF_ATTACK_RESERVE_09,
ITEM_EFF_ATTACK_RESERVE_10,
ITEM_EFF_ATTACK_RESERVE_11,
ITEM_EFF_ATTACK_RESERVE_12,
ITEM_EFF_ATTACK_RESERVE_13,
ITEM_EFF_ATTACK_RESERVE_14,
ITEM_EFF_ATTACK_RESERVE_15,
ITEM_EFF_ATTACK_RESERVE_16,
ITEM_EFF_ATTACK_RESERVE_17,
ITEM_EFF_ATTACK_RESERVE_18,
ITEM_EFF_ATTACK_RESERVE_19,
ITEM_EFF_ATTACK_RESERVE_20,
ITEM_EFF_ATTACK_RESERVE_21,
ITEM_EFF_ATTACK_RESERVE_22,
ITEM_EFF_ATTACK_RESERVE_23,
ITEM_EFF_ATTACK_RESERVE_24,
ITEM_EFF_ATTACK_RESERVE_25,
ITEM_EFF_ATTACK_RESERVE_26,
ITEM_EFF_ATTACK_RESERVE_27,
ITEM_EFF_ATTACK_RESERVE_28,
ITEM_EFF_ATTACK_RESERVE_29,
ITEM_EFF_ATTACK_RESERVE_30,
ITEM_EFF_BAKU_UNI_02_01,Uni Spike S
ITEM_EFF_BAKU_UNI_02_02,Uni Spike M
ITEM_EFF_BAKU_UNI_02_03,Uni Spike L
ITEM_EFF_BAKU_UNI_03_01,Surprise! S
ITEM_EFF_BAKU_UNI_03_02,Surprise! M
ITEM_EFF_BAKU_UNI_03_03,Surprise! L
ITEM_EFF_ICE_THORN_02_01,Fear S
ITEM_EFF_ICE_THORN_02_02,Fear M
ITEM_EFF_ICE_THORN_02_03,Fear L
ITEM_EFF_CRAFT_02_01,Fading Strength S
ITEM_EFF_CRAFT_02_02,Fading Strength M
ITEM_EFF_CRAFT_02_03,Fading Strength L
ITEM_EFF_CRAFT_03_01,Exploding Spikes S
ITEM_EFF_CRAFT_03_02,Exploding Spikes M
ITEM_EFF_CRAFT_03_03,Exploding Spikes L
ITEM_EFF_FLAME_03_01,Lowered Guard S
ITEM_EFF_FLAME_03_02,Lowered Guard M
ITEM_EFF_FLAME_03_03,Lowered Guard L
ITEM_EFF_REFERUN_02_01,Slowdown S
ITEM_EFF_REFERUN_02_02,Slowdown M
ITEM_EFF_REFERUN_02_03,Slowdown L
ITEM_EFF_PLAJIG_02_01,Senselessness S
ITEM_EFF_PLAJIG_02_02,Senselessness M
ITEM_EFF_PLAJIG_02_03,Senselessness L
ITEM_EFF_PLAJIG_03_01,Penetration S
ITEM_EFF_PLAJIG_03_02,Penetration M
ITEM_EFF_PLAJIG_03_03,Penetration L
ITEM_EFF_LUFT_02_01,Blowback S
ITEM_EFF_LUFT_02_02,Blowback M
ITEM_EFF_LUFT_02_03,Blowback L
ITEM_EFF_LUFT_03_01,Reinforcing Wind
ITEM_EFF_LUFT_04_01,Sandblast S
ITEM_EFF_LUFT_04_02,Sandblast M
ITEM_EFF_LUFT_04_03,Sandblast L
ITEM_EFF_NORDEN_BRAND_02_01,Sharp Edge S
ITEM_EFF_NORDEN_BRAND_02_02,Sharp Edge M
ITEM_EFF_NORDEN_BRAND_02_03,Sharp Edge L
ITEM_EFF_LIGHTNING_BELL_02_01,Thunder Current S
ITEM_EFF_LIGHTNING_BELL_02_02,Thunder Current M
ITEM_EFF_LIGHTNING_BELL_02_03,Thunder Current L
ITEM_EFF_LIGHTNING_BELL_03_01,Thunderclap S
ITEM_EFF_LIGHTNING_BELL_03_02,Thunderclap M
ITEM_EFF_LIGHTNING_BELL_03_03,Thunderclap L
ITEM_EFF_LIGHTNING_BELL_04_03,Multi-Order
ITEM_EFF_BUBBLE_BULLET_02_01,Sticky Goo S
ITEM_EFF_BUBBLE_BULLET_02_02,Sticky Goo M
ITEM_EFF_BUBBLE_BULLET_02_03,Sticky Goo L
ITEM_EFF_BUBBLE_BULLET_04_01,Bubbly Prison S
ITEM_EFF_BUBBLE_BULLET_04_02,Bubbly Prison M
ITEM_EFF_BUBBLE_BULLET_04_03,Bubbly Prison L
ITEM_EFF_ROSE_FLAME_02_01,Incinerating Flame S
ITEM_EFF_ROSE_FLAME_02_02,Incinerating Flame M
ITEM_EFF_ROSE_FLAME_02_03,Incinerating Flame L
ITEM_EFF_ROSE_FLAME_04_01,Scorching Garland S
ITEM_EFF_ROSE_FLAME_04_02,Scorching Garland L
ITEM_EFF_ROSE_FLAME_04_03,Inferno Garland
ITEM_EFF_KLEID_REFERUN_04_01,Ice Panier S
ITEM_EFF_KLEID_REFERUN_04_02,Ice Panier L
ITEM_EFF_KLEID_REFERUN_04_03,Imperial Line
ITEM_EFF_STRAHL_PLAJIG_04_01,Super Focus S
ITEM_EFF_STRAHL_PLAJIG_04_02,Super Focus L
ITEM_EFF_STRAHL_PLAJIG_04_03,Super Discharge
ITEM_EFF_RATSEL_LUFT_03_01,Maelstrom
ITEM_EFF_RATSEL_LUFT_04_01,Dancing Darkness S
ITEM_EFF_RATSEL_LUFT_04_02,Dancing Darkness M
ITEM_EFF_RATSEL_LUFT_04_03,Dancing Darkness L
ITEM_EFF_INDUCING_FIRE_BOTTLE_02_01,Heatwave S
ITEM_EFF_INDUCING_FIRE_BOTTLE_02_02,Heatwave M
ITEM_EFF_INDUCING_FIRE_BOTTLE_02_03,Heatwave L
ITEM_EFF_INDUCING_FIRE_BOTTLE_03_01,Fire Membrane S
ITEM_EFF_INDUCING_FIRE_BOTTLE_03_02,Fire Membrane M
ITEM_EFF_INDUCING_FIRE_BOTTLE_03_03,Fire Membrane L
ITEM_EFF_GENESIS_HAMMER_02_01,Earthquake S
ITEM_EFF_GENESIS_HAMMER_02_02,Earthquake M
ITEM_EFF_GENESIS_HAMMER_02_03,Earthquake L
ITEM_EFF_GENESIS_HAMMER_03_01,Echoing Seas S
ITEM_EFF_GENESIS_HAMMER_03_02,Echoing Seas M
ITEM_EFF_GENESIS_HAMMER_03_03,Echoing Seas L
ITEM_EFF_GENESIS_HAMMER_04_03,Colossal Hammer
ITEM_EFF_VANISH_SIEGEL_02_01,Slicer S
ITEM_EFF_VANISH_SIEGEL_02_02,Slicer M
ITEM_EFF_VANISH_SIEGEL_02_03,Slicer L
ITEM_EFF_VANISH_SIEGEL_03_01,Stagnant Sky S
ITEM_EFF_VANISH_SIEGEL_03_02,Stagnant Sky M
ITEM_EFF_VANISH_SIEGEL_03_03,Stagnant Sky L
ITEM_EFF_VANISH_SIEGEL_04_03,Painted Finale
ITEM_EFF_LUNA_LAMP_02_01,Twilight Invitation S
ITEM_EFF_LUNA_LAMP_02_02,Twilight Invitation M
ITEM_EFF_LUNA_LAMP_02_03,Twilight Invitation L
ITEM_EFF_LUNA_LAMP_03_01,Hazy Outline S
ITEM_EFF_LUNA_LAMP_03_02,Hazy Outline M
ITEM_EFF_LUNA_LAMP_03_03,Hazy Outline L
ITEM_EFF_LUNA_LAMP_04_03,Glowing Red Night
ITEM_EFF_ETERNAL_FEAR_02_01,Dissolving Heat S
ITEM_EFF_ETERNAL_FEAR_02_02,Dissolving Heat M
ITEM_EFF_ETERNAL_FEAR_02_03,Dissolving Heat L
ITEM_EFF_ETERNAL_FEAR_03_01,Shivering Fear S
ITEM_EFF_ETERNAL_FEAR_03_02,Shivering Fear M
ITEM_EFF_ETERNAL_FEAR_03_03,Shivering Fear L
ITEM_EFF_ETERNAL_FEAR_04_03,Lava Glare
ITEM_EFF_WISEMAN_BOOK_03_01,Vampiric Story
ITEM_EFF_WISEMAN_BOOK_03_02,Vampiric Epic
ITEM_EFF_WISEMAN_BOOK_03_03,Skyline
ITEM_EFF_WISEMAN_BOOK_04_01,Landscape
ITEM_EFF_WISEMAN_BOOK_04_02,Portrait of a Sage
ITEM_EFF_ATTACK_SUB_RESERVE_01,Roaring Ring S
ITEM_EFF_ATTACK_SUB_RESERVE_02,Roaring Ring M
ITEM_EFF_ATTACK_SUB_RESERVE_03,Roaring Ring L
ITEM_EFF_ATTACK_SUB_RESERVE_04,
ITEM_EFF_ATTACK_SUB_RESERVE_05,
ITEM_EFF_ATTACK_SUB_RESERVE_06,
ITEM_EFF_ATTACK_SUB_RESERVE_07,
ITEM_EFF_ATTACK_SUB_RESERVE_08,
ITEM_EFF_ATTACK_SUB_RESERVE_09,
ITEM_EFF_ATTACK_SUB_RESERVE_10,
ITEM_EFF_ATTACK_SUB_RESERVE_11,
ITEM_EFF_ATTACK_SUB_RESERVE_12,
ITEM_EFF_ATTACK_SUB_RESERVE_13,
ITEM_EFF_ATTACK_SUB_RESERVE_14,
